Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Statistics and machine learning	A Docker-based interactive Jupyterlab powered by GPU for artificial intelligence in Galaxy	https://training.galaxyproject.org//topics/statistics/tutorials/gpu_jupyter_lab/tutorial.html			2022-04-06	2025-04-08	9	True	False	False	True	interactive_tool_ml_jupyter_notebook, Cut1, Filter1	UseGalaxy.eu		0		1104	1410	1.3666666666666667	0
Statistics and machine learning	Fine tune large protein model (ProtTrans) using HuggingFace	https://training.galaxyproject.org//topics/statistics/tutorials/fine_tuning_protTrans/tutorial.html			2024-06-17	2025-04-08	4	True	True	True	False	interactive_tool_ml_jupyter_notebook	UseGalaxy.eu		0		555224	1401972	3.9166666666666665	0
